vehicle_id,timestamp,engine_temperature,tire_pressure,brake_wear,battery_voltage
1,2024-11-08 09:59:36.678852,76.12,33.76,93.98,14.07
1,2024-11-08 10:04:36.678852,78.6,30.66,24.85,12.35
1,2024-11-08 10:09:36.678852,107.8,32.69,41.36,14.29
1,2024-11-08 10:14:36.678852,97.43,30.06,21.25,13.14
1,2024-11-08 10:19:36.678852,101.75,31.11,14.13,13.82
1,2024-11-08 10:24:36.678852,92.62,32.02,40.55,13.36
1,2024-11-08 10:29:36.678852,104.74,32.89,65.84,14.07
1,2024-11-08 10:34:36.678852,72.98,34.58,30.94,13.25
1,2024-11-08 10:39:36.678852,91.37,32.27,62.92,13.65
1,2024-11-08 10:44:36.678852,77.86,32.34,20.89,13.47
1,2024-11-08 10:49:36.678852,84.86,31.71,24.24,14.04
1,2024-11-08 10:54:36.678852,100.4,33.39,18.52,12.79
1,2024-11-08 10:59:36.678852,71.08,32.11,30.46,13.85
1,2024-11-08 11:04:36.678852,79.0,32.88,78.29,12.85
1,2024-11-08 11:09:36.678852,70.65,30.34,43.1,14.16
1,2024-11-08 11:14:36.678852,82.72,34.81,30.54,13.03
1,2024-11-08 11:19:36.678852,98.08,33.59,52.42,13.04
1,2024-11-08 11:24:36.678852,72.28,32.46,24.28,12.2
1,2024-11-08 11:29:36.678852,97.39,34.39,82.54,14.48
1,2024-11-08 11:34:36.678852,77.72,34.68,4.11,14.18
1,2024-11-08 11:39:36.678852,77.18,31.52,19.88,13.46
1,2024-11-08 11:44:36.678852,78.49,32.85,11.28,12.47
1,2024-11-08 11:49:36.678852,107.27,32.81,77.22,13.3
1,2024-11-08 11:54:36.678852,94.53,34.7,41.55,12.51
1,2024-11-08 11:59:36.678852,100.37,31.25,37.14,12.37
1,2024-11-08 12:04:36.678852,90.02,32.3,15.68,13.2
1,2024-11-08 12:09:36.678852,82.54,30.53,90.78,14.13
1,2024-11-08 12:14:36.678852,81.21,34.28,12.94,13.47
1,2024-11-08 12:19:36.678852,84.36,34.82,81.74,12.7
1,2024-11-08 12:24:36.678852,84.33,31.21,93.74,12.59
1,2024-11-08 12:29:36.678852,99.56,34.91,33.03,12.07
1,2024-11-08 12:34:36.678852,106.43,31.08,54.99,14.02
1,2024-11-08 12:39:36.678852,79.49,34.59,27.8,13.12
1,2024-11-08 12:44:36.678852,99.76,33.94,41.12,14.33
1,2024-11-08 12:49:36.678852,85.99,30.55,63.63,12.72
1,2024-11-08 12:54:36.678852,102.21,30.19,15.69,13.23
1,2024-11-08 12:59:36.678852,76.24,32.82,6.77,13.74
1,2024-11-08 13:04:36.678852,87.38,30.15,13.27,12.97
1,2024-11-08 13:09:36.678852,107.76,31.9,18.36,13.67
1,2024-11-08 13:14:36.678852,94.44,30.32,80.96,13.66
1,2024-11-08 13:19:36.678852,83.21,30.74,44.3,13.67
1,2024-11-08 13:24:36.678852,74.43,33.47,93.6,12.88
1,2024-11-08 13:29:36.678852,79.16,32.63,1.52,14.17
1,2024-11-08 13:34:36.678852,104.05,33.91,8.9,13.45
1,2024-11-08 13:39:36.678852,78.52,34.5,18.46,13.65
1,2024-11-08 13:44:36.678852,105.23,30.24,46.78,14.11
1,2024-11-08 13:49:36.678852,77.53,31.75,26.98,13.37
1,2024-11-08 13:54:36.678852,96.43,33.81,91.54,13.72
1,2024-11-08 13:59:36.678852,108.04,31.42,29.53,13.14
1,2024-11-08 14:04:36.678852,91.58,30.07,18.58,12.44
1,2024-11-08 14:09:36.678852,100.5,34.85,95.19,13.52
1,2024-11-08 14:14:36.678852,102.26,31.39,41.41,13.11
1,2024-11-08 14:19:36.678852,99.68,30.3,55.81,13.15
1,2024-11-08 14:24:36.678852,73.75,33.68,22.87,12.22
1,2024-11-08 14:29:36.678852,79.45,32.9,99.43,14.0
1,2024-11-08 14:34:36.678852,91.89,30.6,3.11,14.09
1,2024-11-08 14:39:36.678852,102.21,32.76,9.07,13.38
1,2024-11-08 14:44:36.678852,94.82,30.4,4.84,13.97
1,2024-11-08 14:49:36.678852,98.04,33.19,98.35,12.91
1,2024-11-08 14:54:36.678852,89.65,30.78,54.44,14.23
1,2024-11-08 14:59:36.678852,98.64,33.19,37.64,13.85
1,2024-11-08 15:04:36.678852,82.26,34.39,99.59,14.18
1,2024-11-08 15:09:36.678852,108.8,31.56,81.56,12.88
1,2024-11-08 15:14:36.678852,98.77,34.7,1.68,13.16
1,2024-11-08 15:19:36.678852,74.78,31.73,98.91,14.1
1,2024-11-08 15:24:36.678852,71.12,31.54,42.56,12.05
1,2024-11-08 15:29:36.678852,82.32,31.74,82.91,13.22
1,2024-11-08 15:34:36.678852,95.39,32.16,56.61,12.71
1,2024-11-08 15:39:36.678852,106.8,30.89,46.47,12.3
1,2024-11-08 15:44:36.678852,79.26,33.69,78.87,13.47
1,2024-11-08 15:49:36.678852,89.64,34.98,51.81,13.87
1,2024-11-08 15:54:36.678852,77.43,33.35,82.25,12.33
1,2024-11-08 15:59:36.678852,92.58,30.96,65.04,13.99
1,2024-11-08 16:04:36.678852,75.3,33.94,54.25,12.35
1,2024-11-08 16:09:36.678852,102.58,34.04,83.71,13.78
1,2024-11-08 16:14:36.678852,70.82,30.35,84.7,12.95
1,2024-11-08 16:19:36.678852,74.27,30.77,20.83,13.67
1,2024-11-08 16:24:36.678852,89.18,33.6,67.71,13.26
1,2024-11-08 16:29:36.678852,71.22,33.92,61.06,14.03
1,2024-11-08 16:34:36.678852,83.04,30.36,8.47,13.53
1,2024-11-08 16:39:36.678852,101.95,32.46,30.26,13.4
1,2024-11-08 16:44:36.678852,82.23,31.46,39.38,13.55
1,2024-11-08 16:49:36.678852,70.97,33.46,99.03,14.14
1,2024-11-08 16:54:36.678852,73.71,31.71,52.21,13.68
1,2024-11-08 16:59:36.678852,87.37,34.72,71.78,12.35
1,2024-11-08 17:04:36.678852,87.24,31.83,91.28,13.16
1,2024-11-08 17:09:36.678852,102.83,31.2,42.33,12.63
1,2024-11-08 17:14:36.678852,71.24,33.81,46.64,13.32
1,2024-11-08 17:19:36.678852,92.2,31.86,4.97,13.82
1,2024-11-08 17:24:36.678852,96.87,33.98,47.21,14.2
1,2024-11-08 17:29:36.678852,92.01,33.6,49.15,13.6
1,2024-11-08 17:34:36.678852,108.06,30.07,78.15,13.59
1,2024-11-08 17:39:36.678852,85.07,30.11,94.32,13.21
1,2024-11-08 17:44:36.678852,71.06,34.27,34.01,14.2
1,2024-11-08 17:49:36.678852,81.97,31.16,75.33,14.14
1,2024-11-08 17:54:36.678852,104.0,31.56,5.03,14.42
1,2024-11-08 17:59:36.678852,107.34,32.77,70.18,12.79
1,2024-11-08 18:04:36.678852,77.59,30.88,81.4,13.58
1,2024-11-08 18:09:36.678852,87.99,34.42,54.86,12.67
1,2024-11-08 18:14:36.678852,84.82,34.16,36.12,14.47
1,2024-11-08 18:19:36.678852,100.96,33.1,13.53,13.98
1,2024-11-08 18:24:36.678852,99.55,34.21,83.14,13.66
1,2024-11-08 18:29:36.678852,81.6,33.76,97.72,13.34
1,2024-11-08 18:34:36.678852,78.11,31.99,37.18,13.17
1,2024-11-08 18:39:36.678852,99.75,32.38,35.3,13.98
1,2024-11-08 18:44:36.678852,107.83,33.04,92.96,13.59
1,2024-11-08 18:49:36.678852,83.12,30.41,34.9,13.04
1,2024-11-08 18:54:36.678852,98.64,32.38,84.28,12.05
1,2024-11-08 18:59:36.678852,105.81,30.05,96.46,13.56
1,2024-11-08 19:04:36.678852,103.9,33.85,56.27,12.18
1,2024-11-08 19:09:36.678852,76.16,32.63,84.89,14.2
1,2024-11-08 19:14:36.678852,83.06,31.91,95.56,12.84
1,2024-11-08 19:19:36.678852,83.45,34.89,96.37,13.27
1,2024-11-08 19:24:36.678852,94.53,33.61,44.12,12.58
1,2024-11-08 19:29:36.678852,75.46,32.46,14.49,12.69
1,2024-11-08 19:34:36.678852,99.42,32.92,89.4,12.35
1,2024-11-08 19:39:36.678852,84.41,32.52,62.12,12.99
1,2024-11-08 19:44:36.678852,90.25,34.03,32.45,14.37
1,2024-11-08 19:49:36.678852,94.99,32.73,49.88,13.61
1,2024-11-08 19:54:36.678852,98.21,33.71,2.92,12.98
1,2024-11-08 19:59:36.678852,86.75,30.89,17.83,12.04
1,2024-11-08 20:04:36.678852,84.79,30.28,24.53,13.87
1,2024-11-08 20:09:36.678852,103.02,34.65,32.58,12.01
1,2024-11-08 20:14:36.678852,80.34,34.5,92.07,13.05
1,2024-11-08 20:19:36.678852,93.07,32.86,17.83,14.29
1,2024-11-08 20:24:36.678852,75.77,30.12,15.76,14.03
1,2024-11-08 20:29:36.678852,83.09,31.08,36.38,12.64
1,2024-11-08 20:34:36.678852,101.58,34.11,74.86,12.11
1,2024-11-08 20:39:36.678852,88.71,32.19,25.6,13.03
1,2024-11-08 20:44:36.678852,107.09,31.63,19.62,13.56
1,2024-11-08 20:49:36.678852,91.49,31.2,35.11,13.38
1,2024-11-08 20:54:36.678852,102.41,34.28,55.29,13.1
1,2024-11-08 20:59:36.678852,85.72,30.41,50.7,12.89
1,2024-11-08 21:04:36.678852,85.46,30.66,96.14,14.11
1,2024-11-08 21:09:36.678852,97.26,30.49,58.21,13.03
1,2024-11-08 21:14:36.678852,109.95,33.42,40.86,12.24
1,2024-11-08 21:19:36.678852,79.4,34.91,36.58,14.38
1,2024-11-08 21:24:36.678852,74.32,32.57,24.16,12.24
1,2024-11-08 21:29:36.678852,88.62,31.3,93.57,12.14
1,2024-11-08 21:34:36.678852,89.29,32.09,80.13,12.39
1,2024-11-08 21:39:36.678852,105.0,31.35,97.49,14.11
1,2024-11-08 21:44:36.678852,99.72,31.95,80.26,13.33
1,2024-11-08 21:49:36.678852,73.83,30.12,81.88,13.29
1,2024-11-08 21:54:36.678852,76.9,31.01,25.24,12.84
1,2024-11-08 21:59:36.678852,102.36,31.43,42.81,13.85
1,2024-11-08 22:04:36.678852,77.7,33.3,96.67,14.46
1,2024-11-08 22:09:36.678852,94.44,32.21,51.35,13.68
1,2024-11-08 22:14:36.678852,92.66,33.93,27.44,13.94
1,2024-11-08 22:19:36.678852,98.81,34.83,70.94,13.63
1,2024-11-08 22:24:36.678852,76.12,34.11,62.72,13.06
1,2024-11-08 22:29:36.678852,83.84,33.7,83.65,12.14
1,2024-11-08 22:34:36.678852,80.11,33.24,35.45,12.36
1,2024-11-08 22:39:36.678852,85.77,30.41,17.19,13.74
1,2024-11-08 22:44:36.678852,84.11,33.15,25.34,12.56
1,2024-11-08 22:49:36.678852,104.33,32.12,45.89,13.15
1,2024-11-08 22:54:36.678852,76.34,33.92,52.61,12.77
1,2024-11-08 22:59:36.678852,75.26,31.33,78.05,14.49
1,2024-11-08 23:04:36.678852,91.42,32.54,24.49,12.6
1,2024-11-08 23:09:36.678852,87.03,32.2,26.8,14.34
1,2024-11-08 23:14:36.678852,93.69,30.55,36.75,13.61
1,2024-11-08 23:19:36.678852,102.71,34.2,40.29,12.15
1,2024-11-08 23:24:36.678852,78.19,34.94,54.06,14.36
1,2024-11-08 23:29:36.678852,95.4,33.52,3.46,12.64
1,2024-11-08 23:34:36.678852,105.49,34.23,76.95,12.85
1,2024-11-08 23:39:36.678852,92.33,33.7,41.89,12.9
1,2024-11-08 23:44:36.678852,88.5,33.29,64.28,13.19
1,2024-11-08 23:49:36.678852,92.75,33.88,98.46,13.31
1,2024-11-08 23:54:36.678852,83.76,34.92,11.71,13.05
1,2024-11-08 23:59:36.678852,73.15,32.45,80.71,13.06
1,2024-11-09 00:04:36.678852,90.09,34.07,3.15,13.41
1,2024-11-09 00:09:36.678852,84.31,31.78,20.08,14.33
1,2024-11-09 00:14:36.678852,82.48,34.12,84.92,12.73
1,2024-11-09 00:19:36.678852,89.14,30.24,88.3,12.18
1,2024-11-09 00:24:36.678852,99.67,31.53,62.47,14.33
1,2024-11-09 00:29:36.678852,92.49,30.01,55.78,12.82
1,2024-11-09 00:34:36.678852,85.25,32.45,34.38,13.99
1,2024-11-09 00:39:36.678852,80.94,31.47,5.29,13.21
1,2024-11-09 00:44:36.678852,77.87,31.75,35.58,14.18
1,2024-11-09 00:49:36.678852,77.87,33.98,30.06,13.31
1,2024-11-09 00:54:36.678852,100.24,31.86,24.02,14.29
1,2024-11-09 00:59:36.678852,96.23,31.42,70.66,12.63
1,2024-11-09 01:04:36.678852,85.4,31.78,62.0,13.79
1,2024-11-09 01:09:36.678852,72.36,31.48,47.55,12.54
1,2024-11-09 01:14:36.678852,102.02,30.5,16.35,13.93
1,2024-11-09 01:19:36.678852,109.69,32.22,6.56,14.16
1,2024-11-09 01:24:36.678852,93.22,32.14,7.99,14.04
1,2024-11-09 01:29:36.678852,103.44,30.86,35.32,12.24
1,2024-11-09 01:34:36.678852,95.42,30.88,22.87,13.78
1,2024-11-09 01:39:36.678852,74.09,30.09,66.2,14.21
1,2024-11-09 01:44:36.678852,93.59,34.99,11.02,13.37
1,2024-11-09 01:49:36.678852,74.97,30.45,43.56,13.58
1,2024-11-09 01:54:36.678852,92.23,30.84,10.26,13.34
1,2024-11-09 01:59:36.678852,91.14,33.33,68.94,14.32
1,2024-11-09 02:04:36.678852,100.19,34.52,76.63,12.95
1,2024-11-09 02:09:36.678852,91.6,34.57,20.84,12.46
1,2024-11-09 02:14:36.678852,105.9,31.62,70.09,13.81
1,2024-11-09 02:19:36.678852,96.51,33.03,47.05,13.77
1,2024-11-09 02:24:36.678852,102.63,34.82,30.94,13.71
1,2024-11-09 02:29:36.678852,101.42,31.77,8.57,12.4
1,2024-11-09 02:34:36.678852,108.31,34.33,18.72,14.33
1,2024-11-09 02:39:36.678852,91.54,31.14,22.21,14.37
1,2024-11-09 02:44:36.678852,105.83,34.55,68.3,12.7
1,2024-11-09 02:49:36.678852,89.69,30.84,14.55,14.18
1,2024-11-09 02:54:36.678852,84.2,32.8,49.01,13.41
1,2024-11-09 02:59:36.678852,75.6,32.8,69.5,13.07
1,2024-11-09 03:04:36.678852,93.12,34.18,7.82,12.54
1,2024-11-09 03:09:36.678852,73.32,32.75,86.03,13.87
1,2024-11-09 03:14:36.678852,103.05,34.34,55.78,13.07
1,2024-11-09 03:19:36.678852,79.81,33.95,73.26,14.12
1,2024-11-09 03:24:36.678852,80.88,31.85,96.35,12.86
1,2024-11-09 03:29:36.678852,83.35,34.85,91.33,13.53
1,2024-11-09 03:34:36.678852,81.84,33.48,63.11,12.53
1,2024-11-09 03:39:36.678852,94.58,30.42,42.38,12.39
1,2024-11-09 03:44:36.678852,102.19,32.82,24.58,13.17
1,2024-11-09 03:49:36.678852,89.66,31.47,96.16,13.9
1,2024-11-09 03:54:36.678852,93.18,30.32,28.98,12.28
1,2024-11-09 03:59:36.678852,98.75,34.7,3.34,12.8
1,2024-11-09 04:04:36.678852,105.21,30.2,30.73,13.13
1,2024-11-09 04:09:36.678852,86.5,31.02,11.06,12.33
1,2024-11-09 04:14:36.678852,84.9,33.71,50.94,13.65
1,2024-11-09 04:19:36.678852,87.54,32.01,32.29,14.18
1,2024-11-09 04:24:36.678852,72.67,31.55,47.99,12.89
1,2024-11-09 04:29:36.678852,79.64,33.13,56.06,12.5
1,2024-11-09 04:34:36.678852,70.75,34.25,77.7,12.94
1,2024-11-09 04:39:36.678852,82.37,31.97,68.52,12.57
1,2024-11-09 04:44:36.678852,82.29,32.53,48.91,13.59
1,2024-11-09 04:49:36.678852,80.57,30.73,85.46,13.28
1,2024-11-09 04:54:36.678852,92.08,32.35,21.87,13.54
1,2024-11-09 04:59:36.678852,71.04,34.62,92.96,13.3
2,2024-11-08 05:04:36.678852,72.76,31.25,51.82,14.35
2,2024-11-08 05:09:36.678852,89.04,32.1,33.43,13.08
2,2024-11-08 05:14:36.678852,74.98,31.0,1.01,13.89
2,2024-11-08 05:19:36.678852,108.22,30.68,52.16,12.31
2,2024-11-08 05:24:36.678852,97.63,31.37,41.97,14.35
2,2024-11-08 05:29:36.678852,88.97,30.08,80.03,13.49
2,2024-11-08 05:34:36.678852,78.9,33.8,36.39,12.59
2,2024-11-08 05:39:36.678852,102.88,30.55,51.39,14.22
2,2024-11-08 05:44:36.678852,75.63,31.07,78.74,14.47
2,2024-11-08 05:49:36.678852,94.92,30.49,85.63,14.01
2,2024-11-08 05:54:36.678852,100.95,30.68,7.17,12.88
2,2024-11-08 05:59:36.678852,78.68,33.59,98.2,13.13
2,2024-11-08 06:04:36.678852,106.27,31.82,22.29,13.56
2,2024-11-08 06:09:36.678852,82.67,34.71,18.45,13.21
2,2024-11-08 06:14:36.678852,103.58,34.63,9.71,12.41
2,2024-11-08 06:19:36.678852,98.51,30.21,9.69,12.24
2,2024-11-08 06:24:36.678852,108.8,31.16,88.59,13.67
2,2024-11-08 06:29:36.678852,74.91,32.99,8.15,12.9
2,2024-11-08 06:34:36.678852,89.8,30.48,72.97,12.87
2,2024-11-08 06:39:36.678852,105.7,33.6,85.13,13.94
2,2024-11-08 06:44:36.678852,80.22,33.88,86.44,14.12
2,2024-11-08 06:49:36.678852,80.39,30.14,87.81,13.3
2,2024-11-08 06:54:36.678852,104.1,32.72,61.02,12.39
2,2024-11-08 06:59:36.678852,104.03,34.77,47.15,14.12
2,2024-11-08 07:04:36.678852,106.9,34.51,56.59,13.89
2,2024-11-08 07:09:36.678852,76.94,34.54,57.61,13.22
2,2024-11-08 07:14:36.678852,70.87,34.46,18.77,12.49
2,2024-11-08 07:19:36.678852,90.87,34.04,18.04,12.03
2,2024-11-08 07:24:36.678852,92.24,31.06,81.48,12.55
2,2024-11-08 07:29:36.678852,73.35,30.98,40.21,12.75
2,2024-11-08 07:34:36.678852,85.1,30.77,82.91,13.8
2,2024-11-08 07:39:36.678852,98.95,30.86,35.9,14.19
2,2024-11-08 07:44:36.678852,93.53,33.78,46.45,12.69
2,2024-11-08 07:49:36.678852,78.8,31.71,70.46,14.45
2,2024-11-08 07:54:36.678852,87.03,32.51,1.48,13.91
2,2024-11-08 07:59:36.678852,81.65,32.55,3.94,13.13
2,2024-11-08 08:04:36.678852,102.49,33.25,1.04,14.28
2,2024-11-08 08:09:36.678852,98.97,31.75,58.76,13.05
2,2024-11-08 08:14:36.678852,85.36,31.67,54.98,14.37
2,2024-11-08 08:19:36.678852,76.15,31.23,97.93,12.91
2,2024-11-08 08:24:36.678852,79.21,34.37,27.88,12.48
2,2024-11-08 08:29:36.678852,88.52,30.18,75.28,13.18
2,2024-11-08 08:34:36.678852,86.41,30.23,75.31,12.03
2,2024-11-08 08:39:36.678852,81.43,33.53,23.7,12.41
2,2024-11-08 08:44:36.678852,71.97,33.78,84.66,12.41
2,2024-11-08 08:49:36.678852,103.12,32.94,9.51,13.51
2,2024-11-08 08:54:36.678852,103.21,31.07,96.49,13.07
2,2024-11-08 08:59:36.678852,76.45,34.78,81.79,12.56
2,2024-11-08 09:04:36.678852,90.73,33.44,92.56,14.2
2,2024-11-08 09:09:36.678852,105.61,34.49,93.9,13.65
2,2024-11-08 09:14:36.678852,86.27,34.49,83.41,14.12
2,2024-11-08 09:19:36.678852,90.24,34.52,75.29,12.98
2,2024-11-08 09:24:36.678852,75.25,31.24,73.2,13.72
2,2024-11-08 09:29:36.678852,87.81,34.48,55.51,12.58
2,2024-11-08 09:34:36.678852,80.3,34.91,1.79,13.41
2,2024-11-08 09:39:36.678852,108.36,33.8,90.71,14.14
2,2024-11-08 09:44:36.678852,84.22,34.95,4.3,13.22
2,2024-11-08 09:49:36.678852,107.17,31.71,73.74,13.22
2,2024-11-08 09:54:36.678852,84.4,33.64,15.54,13.81
2,2024-11-08 09:59:36.678852,79.83,32.41,27.87,14.32
2,2024-11-08 10:04:36.678852,89.22,32.3,76.27,14.04
2,2024-11-08 10:09:36.678852,92.42,31.29,92.83,12.62
2,2024-11-08 10:14:36.678852,100.82,34.04,43.07,12.1
2,2024-11-08 10:19:36.678852,102.19,33.76,74.68,12.16
2,2024-11-08 10:24:36.678852,96.58,30.59,53.09,14.44
2,2024-11-08 10:29:36.678852,101.11,34.37,8.4,13.06
2,2024-11-08 10:34:36.678852,80.14,33.97,12.84,14.04
2,2024-11-08 10:39:36.678852,91.1,32.74,70.13,12.99
2,2024-11-08 10:44:36.678852,100.6,30.95,27.78,13.61
2,2024-11-08 10:49:36.678852,96.47,34.36,84.53,14.23
2,2024-11-08 10:54:36.678852,103.89,34.86,88.69,12.44
2,2024-11-08 10:59:36.678852,95.44,30.62,90.12,12.73
2,2024-11-08 11:04:36.678852,90.1,31.86,98.33,12.38
2,2024-11-08 11:09:36.678852,85.2,32.26,90.34,14.06
2,2024-11-08 11:14:36.678852,73.53,31.97,64.49,14.06
2,2024-11-08 11:19:36.678852,101.36,34.18,2.44,12.19
2,2024-11-08 11:24:36.678852,75.85,33.14,2.57,14.09
2,2024-11-08 11:29:36.678852,90.55,30.5,8.93,13.39
2,2024-11-08 11:34:36.678852,78.97,33.83,18.27,12.15
2,2024-11-08 11:39:36.678852,80.54,32.82,28.36,12.26
2,2024-11-08 11:44:36.678852,102.4,34.03,42.53,13.08
2,2024-11-08 11:49:36.678852,93.85,34.16,6.01,13.83
2,2024-11-08 11:54:36.678852,98.23,32.19,98.53,14.35
2,2024-11-08 11:59:36.678852,71.69,31.57,52.98,14.43
2,2024-11-08 12:04:36.678852,75.06,34.49,32.72,13.54
2,2024-11-08 12:09:36.678852,80.41,30.21,0.89,13.22
2,2024-11-08 12:14:36.678852,75.7,31.73,28.29,13.24
2,2024-11-08 12:19:36.678852,92.23,31.53,48.16,12.2
2,2024-11-08 12:24:36.678852,89.27,31.56,23.79,13.8
2,2024-11-08 12:29:36.678852,79.95,34.17,21.88,12.47
2,2024-11-08 12:34:36.678852,99.92,31.83,48.13,14.44
2,2024-11-08 12:39:36.678852,98.37,31.21,5.3,13.57
2,2024-11-08 12:44:36.678852,98.38,34.22,16.21,13.98
2,2024-11-08 12:49:36.678852,70.5,33.28,38.12,12.36
2,2024-11-08 12:54:36.678852,99.81,33.09,68.4,12.77
2,2024-11-08 12:59:36.678852,91.43,33.84,38.34,14.48
2,2024-11-08 13:04:36.678852,100.42,33.37,30.71,12.36
2,2024-11-08 13:09:36.678852,75.42,30.42,17.16,14.07
2,2024-11-08 13:14:36.678852,108.43,31.55,39.15,14.21
2,2024-11-08 13:19:36.678852,106.49,33.04,33.49,13.69
2,2024-11-08 13:24:36.678852,80.42,31.96,74.69,14.33
2,2024-11-08 13:29:36.678852,96.95,32.36,28.06,14.29
2,2024-11-08 13:34:36.678852,96.21,34.11,27.53,13.55
2,2024-11-08 13:39:36.678852,96.43,30.92,89.76,13.39
2,2024-11-08 13:44:36.678852,77.19,34.11,10.34,13.34
2,2024-11-08 13:49:36.678852,76.24,30.02,62.17,12.28
2,2024-11-08 13:54:36.678852,96.48,32.76,52.03,14.16
2,2024-11-08 13:59:36.678852,91.12,34.25,38.68,13.23
2,2024-11-08 14:04:36.678852,73.67,33.79,53.83,12.57
2,2024-11-08 14:09:36.678852,107.4,33.89,98.14,14.37
2,2024-11-08 14:14:36.678852,99.17,31.57,91.55,12.36
2,2024-11-08 14:19:36.678852,84.93,32.7,53.61,13.43
2,2024-11-08 14:24:36.678852,78.16,34.61,58.05,12.26
2,2024-11-08 14:29:36.678852,100.81,34.61,59.77,13.35
2,2024-11-08 14:34:36.678852,102.31,32.98,18.56,14.21
2,2024-11-08 14:39:36.678852,72.13,33.34,10.68,13.21
2,2024-11-08 14:44:36.678852,80.24,30.91,27.8,14.36
2,2024-11-08 14:49:36.678852,106.69,30.24,35.52,13.43
2,2024-11-08 14:54:36.678852,88.4,33.98,94.26,12.84
2,2024-11-08 14:59:36.678852,98.05,34.85,70.58,12.67
2,2024-11-08 15:04:36.678852,91.97,34.51,31.39,12.73
